ID HP MP STR INT CST
03964 92782 23003 12945 51859 50428
03965 83902 73549 46726 67647 50607
03966 26436 98761 39480 68790 80593
03967 53179 30017 11000 21441 77015
03968 04495 49641 24543 61656 21015
03969 09199 97862 97249 59058 09191
03970 82525 54863 58703 52932 01420
03971 05857 05785 54192 17730 50534
03972 26875 33799 07603 87466 89684
03973 28340 26487 33290 88888 17454
03974 53047 19474 09392 58407 36205
03975 82428 49349 02475 68833 52446
03976 21245 61015 62729 06513 06185
03977 20732 92543 41792 52299 41744
03978 78551 89995 09895 99998 77410
03979 95146 41700 76989 30562 01635
03980 02192 69265 31665 99093 23811
03981 82954 11937 54544 85094 28621
03982 83942 41862 18067 45712 80993
03983 85258 84263 19306 70182 09800
03984 80509 00019 81962 17584 58932
03985 51687 76985 94110 52284 54658
03986 35679 36296 96192 19080 89753
03987 68132 10484 51878 45162 30623
03988 91187 80246 04050 82490 93360
03989 69998 09477 62537 92973 59703
03990 77590 66145 99463 85783 78211
03991 01712 24463 55845 17194 16703
03992 44732 16272 24432 65914 85859
03993 57978 23752 97632 34429 11242
03994 31136 86037 24514 43876 58012
03995 71594 06087 87886 38511 08968
03996 08831 65505 04630 90061 48832
03997 54545 28199 08256 23880 58720
03998 42843 94183 46878 65142 54137
03999 76860 54291 07972 10042 71658
04000 15778 30892 29889 24267 05300
04001 96399 03582 23607 45688 71920
04002 02717 05056 26343 79276 09199
04003 54189 60273 93286 30965 92132
04004 86086 61135 16677 73267 88639
04005 36381 31673 39722 59528 27993
04006 03442 00480 44304 72679 08314
04007 78172 61327 79808 60941 68819
04008 66180 39180 12168 97159 72001
04009 47504 11547 24951 51410 50365
04010 79001 46821 98153 14336 91171
04011 83969 23680 16273 78505 57346
04012 57894 14526 39684 52080 17702
04013 93479 68539 00157 30150 91924
04014 27251 09875 72895 96181 25815
04015 43133 84824 79478 42757 17899
04016 00690 04828 60924 69752 01126
04017 63331 45826 12493 89273 24618
04018 88069 98673 40597 56927 85169
04019 25370 78104 45919 86477 11562
04020 00766 23383 63736 88812 56224
04021 83570 47719 38190 29809 23502
04022 80009 16176 30646 53976 90374
04023 61207 76177 53104 24362 37332
04024 72225 39858 77792 09023 48843
04025 91640 55958 59983 15595 72131
04026 13572 20153 68030 12255 57683
04027 37977 48586 81533 08815 97645
04028 55964 63073 48986 17044 40719
04029 65631 72273 51193 18496 35585
04030 33831 42667 27883 83345 03929
04031 50293 77544 04012 83958 44071
04032 64497 74746 70705 73773 28163
04033 52848 92667 88893 27538 41809
04034 43222 17408 77096 28317 15537
04035 37308 73890 11635 26963 73676
04036 47026 04116 55427 12677 44300
04037 17044 07745 96415 03515 44668
04038 46989 88308 14717 11673 59197
04039 74934 04140 86668 67108 87250
04040 62630 54788 73960 96180 80735
04041 62623 36886 69938 22044 14429
04042 10632 77472 80812 51838 55402
04043 96543 35979 58920 41895 29521
04044 67800 33035 86359 17060 74491
04045 78999 01667 01050 71102 87969
04046 96254 45301 63817 85342 24338
04047 26934 19858 59320 62878 96605
04048 67480 51328 05240 98141 47654
04049 84284 88014 47240 83720 34795
04050 51540 96552 97361 80580 52664
04051 14041 69081 40565 00653 06663
04052 52783 05203 10176 46501 96355
04053 21631 39656 98957 32763 28361
04054 66331 58334 64178 66623 54498
04055 81207 50167 07169 14921 53310
04056 47006 67393 51500 23052 73097
04057 30250 76575 80386 79960 53817
04058 57672 82572 04318 91792 52836
04059 98541 45369 56866 92503 24792
04060 93571 94508 06796 10407 25957
04061 71723 32575 33688 57119 62204
04062 88747 00066 17679 05116 01056
04063 45490 81891 07616 33509 91420
04064 66263 36872 39418 91148 96117
04065 79479 00813 48326 66507 24950
04066 59648 51389 69206 99501 23959
04067 46741 68366 20923 11970 16458
04068 76240 90688 37655 87938 52000
04069 69790 95538 40610 37720 87392
04070 13605 90968 83611 78199 25593
04071 92761 22013 71731 66980 92843
04072 29335 84789 13898 09680 48937
04073 17881 41314 78883 87096 02093
04074 40798 24203 62956 67564 22511
04075 40226 63896 96843 45937 05833
04076 70963 63808 21657 94650 31952
04077 05454 16699 39826 10975 59387
04078 09884 70347 53744 87651 00331
04079 93809 43884 27353 41651 94805
04080 21582 83909 70614 68315 05613
04081 33111 60374 31432 54278 16082
04082 42807 96489 14867 95412 58734
04083 78580 29042 73964 53680 75518
04084 44289 97564 61622 56794 01317
04085 69629 69033 90184 40242 56250
04086 13231 23820 13003 81779 45119
04087 20415 28619 05004 80868 15914
04088 94918 18859 79792 99873 77619
04089 04553 10026 70016 68506 04059
04090 76171 65965 86892 81537 03250
04091 06585 27591 10113 45671 70006
04092 15598 99090 54911 53488 40343
04093 25610 93362 12962 80037 28001
04094 61673 49089 77851 70081 87138
04095 78433 44314 18745 79633 18790
04096 58055 95191 76516 89006 36832
04097 76719 90653 47196 46761 95791
04098 45257 67000 95560 54361 16218
04099 47586 12900 27545 69195 84010
04100 76676 19334 15495 46875 92870
04101 77149 47174 78267 57744 82094
04102 15891 47152 51306 74672 21418
04103 04911 79041 51016 16247 49042
04104 79545 12307 98555 72213 84372
04105 81250 62682 94939 04788 37557
04106 12251 67332 62041 79705 32944
04107 41892 50012 54775 52926 13133
04108 88710 90288 21776 33950 93255
04109 53840 67477 76116 92192 11928
04110 85054 78580 84171 22295 40486
04111 36505 52168 51344 03143 66187
04112 35034 81373 71855 34790 24645
04113 74445 99762 41001 47625 52340
04114 71064 47986 11066 53830 49839
04115 14332 32558 55220 71277 01720
04116 85993 53764 87961 77004 97099
04117 57513 49857 28212 88158 67090
04118 65289 37979 16582 25227 08760
04119 37104 06129 98262 79996 43357
04120 82351 57179 66366 40351 82625
04121 01896 70137 22138 85069 65596
04122 89288 10345 12735 27583 07864
04123 90303 34396 68259 79767 36826
04124 00422 16759 76241 94292 91911
04125 54201 65897 39530 51518 62418
04126 86944 50503 58376 91098 67295
04127 84484 30501 59374 55685 37461
04128 10450 69497 65304 31156 74264
04129 81280 45269 99064 38807 66615
04130 74438 50239 67811 41370 05556
04131 60451 34560 64940 07736 50518
04132 84900 43302 97368 29116 19945
04133 36994 29625 55963 26923 94274
04134 97458 75829 50975 55591 20819
04135 11293 37714 22623 42740 58699
04136 00389 48271 89381 54399 02453
04137 33109 24039 64991 90551 77307
04138 96821 83742 84853 31329 56526
04139 54225 89624 65893 68232 78043
04140 33629 87936 45544 38669 35914
04141 11913 25091 56302 60031 17519
04142 36575 29805 19900 48325 56154
04143 93741 20218 00240 74457 03600
04144 13751 53473 51304 32491 41314
04145 04498 08631 33669 65450 49139
04146 55928 61158 57858 21263 30992
04147 25761 62798 27544 80522 50899
04148 02795 43876 83964 28292 91683
04149 50390 01789 22260 75735 21307
04150 31679 88025 99548 50093 14288
04151 59887 77403 38185 63901 62972
04152 65478 33146 97040 55340 10857
04153 75570 22711 16611 64998 03508
04154 65787 81582 17189 41132 24759
04155 76077 56406 71497 51787 51242
04156 49935 22108 84370 88119 30734
04157 26320 70504 69549 86205 51341
04158 86220 65400 59306 41542 42552
04159 64917 15449 64537 46948 49861
04160 07527 22205 06902 65232 81271
04161 23322 13481 63634 42202 96440
04162 54859 99981 78217 97376 39170
04163 67646 99500 72877 20338 79750
04164 15316 11558 81479 37383 88397
04165 00181 94683 64419 15093 66368
04166 85986 77480 10164 38906 17705
04167 77870 77506 83107 72709 25117
04168 34588 22995 82559 85758 66740
04169 91835 25647 87948 37192 49671
04170 12627 94192 88870 42573 91875
04171 55399 12612 02496 14372 72889
04172 38468 52860 68468 66239 49665
04173 33688 16531 62374 11111 53296
04174 16767 40298 07233 15993 86547
04175 45315 08028 59378 24978 72796
04176 06708 47566 36409 86784 03238
04177 23605 04406 66123 79417 62435
04178 77499 52408 18249 42187 52883
04179 54481 91691 53303 64215 17009
04180 93008 00465 23329 05533 60919
04181 28897 43150 83957 04157 53124
04182 61744 52057 77431 68770 22429
04183 41032 41021 10575 22586 65733
04184 67305 57211 97405 68698 94973
04185 24944 40575 52955 13927 08557
04186 33966 63693 09178 97291 91616
04187 68311 58816 51593 64832 95569
04188 92307 20056 06513 27515 88821
04189 62079 35957 21294 67988 39551
04190 01583 36511 29400 35810 39370
04191 51049 58820 07152 73740 47199
04192 34827 14388 26812 27151 64050
04193 52637 19686 57105 65736 98265
04194 77632 52356 17759 20715 82715
04195 45197 72679 51001 58514 57362
04196 16492 73053 19709 76497 75286
04197 35370 15507 43549 19473 89811
04198 07195 09805 63640 10842 52459
04199 77523 96131 75469 39669 36689
04200 18090 68890 64970 21443 24749
04201 25659 32989 99338 48010 28199
04202 54584 31827 21879 28835 68647
04203 36924 17480 09480 53327 20218
04204 03759 20946 71745 46443 36792
04205 63187 28957 08400 36472 22625
04206 56440 53536 06612 99222 56868
04207 19568 50655 64854 45344 51859
04208 06848 75690 55869 30311 19244
04209 45600 90227 12436 23510 84330
04210 24375 64088 34738 66772 95400
04211 74435 56581 06413 46686 04248
04212 46943 97703 92961 71078 51846
04213 77895 95681 16253 13357 01274
04214 53025 74867 09784 99377 43052
04215 12099 48564 10121 63195 77316
04216 84490 38905 19027 47195 22071
04217 97212 04793 12411 06646 03455
04218 45132 46458 69947 97653 39232
04219 34649 65868 18541 56091 90775
04220 72143 89733 23118 07146 07140
04221 02658 92253 36817 10177 72502
04222 08252 73242 72534 14235 36931
04223 98204 74148 88640 86198 41709
04224 10782 15883 05662 68274 10432
04225 94910 02750 73657 37333 23345
04226 87782 94189 01333 08610 10283
04227 66988 59964 80411 23991 96004
04228 35667 94058 86821 44260 46145
04229 02595 22170 45128 12005 04619
04230 42832 16377 75693 71715 56872
04231 88144 36149 85905 09855 78241
04232 20793 68364 06245 23194 53517
04233 77018 10804 82086 45820 55339
04234 07024 97909 05213 42961 20209
04235 60172 53871 88361 80919 60830
04236 51370 03939 11706 64048 87198
04237 37090 20364 07215 67445 59220
04238 66247 44844 55181 72891 76253
04239 08795 22025 33063 10904 82841
04240 23462 72203 49041 34385 26957
04241 31033 58771 46849 07347 97159
04242 71982 16708 37890 36135 81351
04243 72357 32067 00941 12455 64749
04244 57041 40796 73994 96845 34038
04245 51413 75943 88677 77835 46309
04246 73452 55797 81261 00405 97773
04247 95329 17610 71626 99335 16228
04248 01264 24896 52421 82599 10286
04249 60013 47518 41336 60501 63283
04250 76930 77850 07240 73114 99461
04251 52099 24574 41323 53249 84996
04252 93281 31203 34851 26417 10717
04253 33531 91210 96176 39565 56637
04254 09618 14064 00383 87114 64537
04255 51191 09236 77787 40315 44286
04256 57944 44815 96390 01529 34613
04257 55977 61119 68375 21368 33202
04258 94191 79890 95636 44992 91302
04259 17423 33863 27343 53688 28577
04260 28034 88522 62024 01849 95224
04261 16677 02950 99758 26871 94499
04262 91392 42999 30728 91499 63642
04263 11701 46439 01092 56766 09887
04264 25436 94677 68762 75459 08156
04265 91923 65500 23417 47034 15705
04266 55961 98781 44557 52847 81601
04267 86571 34267 75320 79277 37368
04268 41122 21939 60323 42604 08288
04269 54710 64072 58416 61756 92131
04270 08265 25695 16518 50543 80755
04271 76289 00462 58113 64702 96047
04272 29955 54964 65134 72854 79774
04273 66204 44944 60743 10896 17785
04274 23131 60271 38364 94316 63568
04275 80968 41137 84143 34969 20785
04276 08291 27709 97552 20139 39897
04277 06244 96116 25722 10203 99500
04278 34315 58682 77464 98438 70172
04279 26378 44906 22621 59607 70718
04280 37175 75187 34264 66137 87851
04281 92521 70269 42066 95082 55493
04282 17293 44776 80902 86422 84389
04283 08518 76557 02291 40835 38474
04284 99270 59792 14795 72112 57340
04285 97261 15807 85214 70560 35034
04286 04485 20366 80395 54507 89634
04287 14238 29361 52761 00395 02980
04288 10184 85779 15343 62664 96389
04289 90045 81284 21486 02204 72311
04290 15313 41032 43645 46495 01158
04291 51491 45849 65065 18112 45916
04292 22012 02878 05890 32135 00391
04293 79068 44742 89500 85811 43233
04294 83427 82322 07512 56917 54688
04295 96696 99292 67218 73870 26966
04296 00505 80256 00388 01287 77424
04297 15083 53237 26928 04532 53329
04298 44404 15093 19110 10104 56074
04299 36147 41525 75892 61941 01436
04300 21200 27861 90327 93132 78562
04301 56099 37061 63794 62099 62516
04302 25928 46087 60874 59732 09697
04303 13175 67714 90067 11835 48457
04304 22855 26827 55167 20187 42705
04305 85367 50410 66439 23919 70945
04306 10901 41796 24036 11755 88292
04307 00243 93418 67437 33012 60136
04308 44336 10253 88253 25522 55123
04309 15805 86997 74576 53377 55261
04310 19561 44166 37384 29916 15551
04311 98443 74979 87244 24307 38691
04312 61623 82284 28778 89062 46065
04313 50583 52589 56289 43395 02559
04314 55592 63626 66743 15817 08579
04315 37047 53767 79186 05883 14388
04316 65989 55476 29735 57400 00625
04317 05871 31357 80511 58661 48135
04318 72399 84205 79619 25684 32687
04319 96544 82426 15090 95741 81524
04320 10051 59390 96513 38355 81281
04321 73192 91466 08221 19596 00841
04322 96069 62785 00655 06822 68723
04323 47672 97143 84676 09843 41502
04324 20797 82886 28101 29524 25838
04325 72035 19355 78647 93478 34377
04326 71702 97081 31403 29874 09790
04327 81479 65952 42156 44042 39329
04328 43146 61152 52049 74292 37519
04329 62424 43896 64521 07344 40716
04330 82210 70956 51479 35705 12586
04331 14770 48523 03097 65452 75340
04332 04901 35910 28747 64620 69660
04333 24514 83732 51982 51155 81414
04334 51275 13705 34359 22850 17003
04335 52634 58223 39142 73748 81902
04336 04833 85352 30983 74165 88902
04337 84501 11469 93019 84229 55974
04338 42172 51031 01478 68938 89640
04339 17884 35746 13269 26290 92675
04340 85360 87609 63166 59760 13976
04341 85304 15491 58638 02648 43818
04342 66898 89767 46262 13257 81848
04343 45313 71393 88865 08039 59915
04344 24106 15811 42315 29902 42326
04345 49522 59647 43231 95525 16451
04346 94546 88278 82489 18557 59519
04347 73953 39473 38204 06381 20714
04348 44614 88156 46096 09594 86447
04349 31950 96608 57878 44754 36554
04350 63294 56002 60600 60140 35269
04351 29703 91076 61350 49961 65618
04352 09908 04404 97685 63533 66348
04353 06603 04898 41267 08180 95372
04354 08644 48537 80753 55414 07779
04355 75302 23164 35574 83019 08455
04356 86580 76226 77805 16803 23897
04357 45289 14933 18386 54581 29470
04358 91726 78119 09957 87972 62765
04359 18401 61846 21882 61517 37032
04360 12368 75473 28874 01055 11936
04361 27482 99261 65002 58094 74814
04362 60135 67248 64636 69279 58547
04363 61374 13391 38036 85528 71224
04364 95525 16128 71190 32666 29309
04365 38070 76433 41314 73201 85361
04366 78261 23359 35906 42484 68436
04367 12142 35857 52444 91755 08043
04368 02953 98789 26942 71154 40486
04369 40783 97075 59858 72137 11170
04370 78178 84062 79227 31697 83235
04371 58674 58555 66361 10230 36654
04372 72392 16371 41228 47073 62696
04373 15327 81019 58156 12687 21838
04374 96146 32776 53813 68192 79140
04375 71860 63192 85333 69633 36429
04376 08809 36417 72382 77026 69327
04377 12754 11422 14455 93752 96714
04378 36787 85660 83123 99832 98931
04379 76931 81539 65172 80501 99921
04380 66851 09955 28336 15819 58944
04381 17776 29050 89853 18439 06455
04382 80277 78990 95182 68834 11286
04383 27007 09399 81586 22227 98700
04384 63267 12516 71553 15677 43419
04385 00307 56315 96122 11664 43737
04386 22722 91025 14783 99688 13746
04387 83243 59860 03933 54769 67905
04388 58557 15192 87110 62588 36232
04389 93370 63885 48409 81450 12382
04390 28951 92153 42305 29711 49386
04391 55515 13574 18174 79071 00619
04392 62115 36795 59177 45980 30299
04393 12521 23531 67476 60977 58155
04394 42523 95390 36949 37730 09687
04395 93381 80216 45330 12319 00870
04396 43132 81935 71893 97945 74495
04397 37444 91922 34764 42776 81232
04398 54965 33655 39187 89844 35986
04399 90371 67053 59296 72293 22234
04400 06266 46914 83281 68965 74011
04401 42308 98678 87394 81025 95872
04402 99266 46705 17778 02355 46714
04403 31399 89738 34754 93395 06066
04404 03416 28269 41683 92674 82555
04405 71396 78753 48656 95684 00705
04406 05538 93243 24237 31770 84336
04407 07907 70361 04653 10489 92494
04408 93160 09356 76708 12349 33680
04409 30179 36416 94212 75587 07900
04410 96199 02026 92954 59360 01562
04411 55049 36497 31031 73417 44765
04412 66504 05620 91569 68404 56330
04413 86719 43929 99455 87460 84610
04414 11619 46871 33331 94161 11116
04415 33071 49410 43786 25488 43852
04416 22059 91670 71405 58607 45500
04417 24027 61424 93161 47018 92878
04418 16294 59258 71184 38542 49268
04419 00098 62318 40458 36741 71762
04420 95707 33105 19201 12080 75773
04421 99824 21213 72517 21856 10815
04422 71967 79678 51606 30043 81452
04423 62737 01023 50271 38677 08441
04424 68079 93833 24477 80166 00788
04425 81141 82436 65796 55389 03342
04426 93927 04742 69204 28759 40591
04427 12100 98178 28748 33987 80351
04428 02280 17180 38750 64976 24004
04429 26156 02602 93465 78088 19619
04430 09546 86741 84122 17220 14111
04431 97003 65400 94488 42485 28380
04432 59903 88100 62291 36398 08069
04433 28581 54154 52733 37958 23711
04434 82536 83388 97715 61037 81634
04435 71058 07596 75381 24836 12259
04436 18334 00847 79468 44297 90702
04437 00760 16822 28324 08378 51964
04438 96302 39476 00773 83245 59449
04439 53201 47062 15148 55475 42513
04440 25982 03797 33556 63250 73234
04441 22356 65015 76555 91639 36920
04442 97810 26236 37545 42325 18854
04443 15323 64868 37226 70472 31091
04444 90538 21122 77808 93406 75871
04445 69725 09972 93427 83254 76579
04446 88701 39741 55336 74566 45620
04447 95518 30396 91469 56490 00669
04448 75281 33299 10501 39542 22310
04449 87189 87897 17814 10469 91222
04450 68433 22124 25522 40992 00752
04451 24650 11851 87714 24712 00965
04452 05065 78223 89485 66143 72477
04453 33542 16070 83445 13277 18011
04454 43400 53820 79038 92859 72192
04455 87950 65272 18936 30473 61362
04456 38148 04047 55262 48421 83655
04457 63489 19843 27861 39157 22419
04458 43816 24450 36197 30904 04387
04459 69743 92506 74223 49700 71877
04460 35768 34430 66027 27194 22238
04461 41186 61659 03394 76550 77642
04462 63600 51783 20998 87790 71275
04463 13403 68228 79967 51004 58462
04464 19083 34268 73441 71153 40777
04465 77965 42770 19411 23797 53251
04466 01775 11869 60606 92020 56485
04467 99234 40055 74831 84510 25751
04468 71737 15424 37060 49620 23418
04469 67758 60441 95315 41092 66915
04470 44612 16481 87357 52959 31658
04471 67537 43855 34442 95829 07453
04472 03045 12391 36661 92912 25647
04473 72279 77709 31593 91344 39976
04474 28879 43169 24202 08347 05414
04475 06929 34031 97654 04849 75455
04476 62452 39080 52638 46685 47351
04477 32382 62962 61434 02318 24107
04478 37909 14186 50803 07105 66091
04479 92656 89858 76950 22937 84819
04480 26867 10109 20892 26277 40317
04481 29439 45908 73818 03811 67341
04482 17293 93065 90083 60676 30252
04483 28751 03152 82236 27638 94799
04484 40622 18503 57441 86524 90593
04485 89489 97248 10020 37192 13256
04486 75633 33163 31957 19384 20034
04487 17004 08194 74076 07286 99758
04488 58328 29642 06305 14718 80543
04489 18873 47966 39073 67329 74661
04490 27385 09411 46869 51572 14707
04491 82370 96462 10456 96387 13171
04492 45720 22016 24613 31117 04828
04493 67057 56508 03933 70015 75008
04494 56872 31642 98184 77190 50327
04495 75890 77105 66311 27297 09006
04496 44291 73386 33832 89589 73246
04497 11891 99734 93766 42542 52394
04498 18215 01336 46102 91432 96930
04499 97786 30811 40869 49665 94048
04500 54528 00636 49097 41832 41129
04501 64440 42971 41015 11428 75940
04502 31423 50763 93404 10646 07251
04503 02878 81733 27606 58531 31366
04504 57881 47041 62948 42256 21515
04505 84605 51538 28983 43957 04641
04506 31182 62100 03960 38136 84045
04507 12923 49587 20958 68038 66138
04508 08395 11243 31466 21366 60056
04509 38687 26456 24474 76806 54536
04510 75410 18417 72541 49740 29373
04511 55022 07547 72075 17129 08148
04512 68209 62806 72979 19550 63028
04513 21201 81443 57196 53407 52859
04514 64195 33632 26512 31034 61934
04515 61938 07918 78344 86229 48533
04516 85494 19274 60242 70399 09467
04517 93464 83811 70393 11692 46135
04518 25486 97504 64351 05894 44586
04519 50951 41049 66260 48084 80923
04520 22549 67175 93179 86901 19767
04521 73912 12407 27107 49032 34717
04522 67706 42351 63732 43111 47157
04523 23104 72618 69363 47819 62340
04524 80433 58312 86349 96045 24293
04525 81165 50635 60106 25000 80950
04526 60175 34699 51254 50460 55074
04527 76294 64434 18450 81164 40288
04528 88969 91402 09385 22395 10560
04529 10346 73391 30152 22368 18050
04530 86012 96565 84364 89334 37675
04531 03914 48958 25251 45247 73297
04532 36840 95001 58559 99266 12557
04533 66726 42468 13284 55037 28275
04534 02663 67573 93834 21714 80373
04535 79160 35075 96332 88788 35673
04536 79752 24623 16053 90261 52511
04537 04370 23074 95447 10398 19942
04538 06750 70121 21404 15708 60055
04539 46865 40155 59868 86128 22786
04540 23295 72118 84087 89292 46209
04541 51071 19113 17096 94086 46035
04542 29582 82824 74140 51366 10406
04543 40628 80057 08293 97800 95388
04544 46290 59533 78324 84715 32359
04545 54943 90095 31367 01597 73019
04546 21183 75722 54848 72227 79322
04547 60863 94267 27821 32864 59374
04548 97350 88811 43875 31223 35111
04549 17103 62136 90651 40547 70292
04550 58419 48963 91891 50419 52343
04551 75665 73213 63482 65273 96046
04552 08965 35908 20811 12012 65989
04553 72206 83838 46930 83778 96374
04554 52174 30494 80869 75319 94217
04555 40958 56506 71662 93197 23582
04556 22932 50927 96700 77950 56836
04557 59898 01718 39131 22170 90139
04558 45572 00886 01884 32016 95744
04559 97632 23059 88624 52042 69125
04560 70090 24685 41003 12970 91065
04561 34523 43154 44598 96832 04172
04562 38553 57797 89890 71158 65941
04563 20496 78788 10958 24756 04440
04564 34863 93397 35105 20908 96418
04565 49178 31111 57711 70719 70886
04566 44668 93725 28865 22735 01777
04567 45541 03756 15093 65954 97175
04568 26144 51258 22670 28272 29645
04569 29969 06045 91698 75310 33864
04570 43161 59606 89670 38123 06141
04571 08628 01085 91281 61508 76257
04572 85198 57610 35993 33531 21535
04573 36392 13010 55828 34681 35669
04574 68392 23196 86285 56923 56818
04575 41570 01716 77541 78898 79682
04576 18407 87635 17433 21091 85810
04577 94328 31220 62923 79733 23694
04578 55591 99084 55842 70739 40153
04579 36630 89593 46674 81201 08399
04580 42680 47272 30849 27997 81655
04581 03078 97071 74249 81016 42884
04582 91106 38466 12845 73256 44131
04583 50525 87392 48010 98850 84285
04584 88400 34951 58754 75255 51743
04585 86691 89141 91225 43358 16464
04586 16489 89807 64106 98687 46039
04587 95598 85394 85712 31116 64052
04588 48743 13795 71536 50656 47796
04589 09114 38913 79821 18898 24259
04590 54117 12704 89402 74583 15615
04591 94516 14648 50749 81729 32603
04592 79266 70777 55329 91282 46990
04593 42743 81853 30566 69745 12886
04594 91330 47468 74501 93426 17072
04595 05681 41251 42080 35979 34615
04596 42398 29487 98148 12267 68412
04597 77677 25252 11217 02266 03667
04598 01141 68689 98562 13661 00708
04599 06777 25583 86805 60432 69028
04600 63853 67499 44880 44606 43496
04601 40810 70011 53373 25824 22052
04602 51564 68572 22628 75964 77602
04603 06338 97252 38541 89232 31611
04604 59233 43845 47151 66536 11844
04605 15469 00168 47207 22524 25631
04606 60609 67479 50278 09788 38184
04607 97769 26859 75580 08243 99490
04608 18955 39913 15984 15623 88117
04609 29908 25846 80018 18253 23246
04610 20349 86150 60708 07092 96030
04611 06054 05339 68688 13447 52494
04612 85830 10039 16970 13078 17430
04613 07199 88980 46866 09619 35547
04614 77192 06174 22316 04588 03937
04615 51575 69830 70254 94779 53727
04616 10074 84627 88928 31287 97148
04617 68130 62592 45764 91633 26128
04618 15725 49675 27906 80159 96280
04619 77767 20245 11494 33408 03099
04620 98295 19793 91157 65045 74959
04621 75778 42379 29701 18960 86701
04622 60821 14042 88619 37958 96859
04623 30692 89946 28950 69366 98547
04624 17491 39491 87067 31098 23356
04625 77814 93878 65230 74695 12219
04626 15957 11343 29508 54465 44754
04627 97655 60059 56069 47672 37914
04628 49545 01871 04360 84595 72313
04629 24515 05594 91643 94227 50859
04630 07957 76655 19766 31130 10207
04631 82597 70291 55184 85283 19794
04632 43591 83914 15267 45369 56840
04633 41916 89753 62151 71638 20321
04634 20916 69485 64688 32814 52627
04635 67185 49531 93321 40792 60757
04636 51861 73506 69441 26128 69483
04637 16150 54069 23892 00258 73228
04638 51588 74109 48122 46670 96992
04639 09702 82435 52323 37321 61614
04640 29391 03912 93924 54698 18124
04641 70391 23832 47917 21110 06568
04642 07207 48051 06725 19096 11643
04643 73954 27213 73028 97303 40470
04644 76785 65743 41463 15242 58764
04645 27113 76660 13155 14183 20928
04646 72463 80960 42765 56713 62885
04647 28424 94231 56011 52812 92863
04648 05291 25987 10726 97832 56112
04649 25904 59533 06567 89483 27810
04650 94106 67616 65001 05122 97601
04651 79782 66178 10634 57033 21668
04652 70907 55324 62194 49201 73760
04653 81516 50652 60559 90312 32414
04654 36655 94549 40399 05851 22193
04655 51909 38626 31616 55916 68746
04656 00562 60111 59737 32519 93128
04657 40829 10974 58698 23827 65511
04658 12478 57491 69538 11466 81723
04659 72590 24682 41647 24048 34902
04660 93757 46321 76783 88247 52376
04661 75012 69030 09174 17340 11732
04662 40234 66389 12060 01509 54958
04663 83440 99874 11070 98567 08021
04664 63539 13808 14410 38770 33021
04665 27463 99935 61200 65937 85363
04666 72212 64403 86856 12739 64297
04667 20494 64918 66096 74837 18348
04668 21879 11469 94267 50892 14741
04669 34782 58580 38286 72283 86642
04670 72578 08383 46065 66495 16249
04671 62283 20170 89023 16490 43268
04672 66328 10154 39839 88468 88644
04673 07107 24474 28048 62015 09091
04674 85698 72685 77499 88896 65196
04675 91107 59088 39177 69312 16137
04676 21684 24856 69904 30848 63077
04677 51668 24201 22219 29845 48560
04678 07242 10597 02868 56305 17903
04679 53593 18432 81026 86497 36540
04680 68233 07775 13282 37184 38772
04681 74730 05310 57847 34689 50232
04682 04297 00192 24756 82947 19061
04683 70419 55852 34299 55670 86561
04684 19106 59190 53917 11329 18941
04685 43095 57013 07031 87714 46319
04686 51348 83438 82556 26282 90095
04687 76050 34146 41300 73303 12473
04688 45046 20507 70891 75291 05604
04689 21108 61564 05447 51009 94407
04690 33380 42964 38087 71299 20148
04691 59405 52018 85955 68085 21441
04692 10951 55668 41864 20871 66847
04693 10505 39288 28298 33859 05093
04694 43602 63671 21221 96953 28385
04695 80798 09706 32965 15252 69155
04696 62921 82690 38733 35274 30093
04697 16791 05784 67328 29095 17487
04698 61518 43745 46760 86255 10943
04699 01805 31907 79126 30605 10609
04700 29678 22218 83146 35775 85963
04701 01806 65608 27028 67846 55944
04702 16499 36011 08962 02332 48414
04703 23295 85655 77230 56480 38991
04704 96421 27793 27355 10489 37409
04705 97114 11805 45547 67943 26026
04706 06693 29930 79694 84563 59875
04707 31674 08699 23648 49167 46670
04708 19043 46938 03116 85940 55391
04709 43595 18816 33669 37501 57301
04710 70972 48328 73781 64628 82236
04711 97825 29873 21658 08466 26299
04712 08965 62939 76154 19643 92081
04713 07558 83012 72413 77925 69183
04714 74287 80486 19427 49306 88481
04715 58920 79183 30453 57447 63307
04716 54832 21435 89354 15445 52325
04717 12042 49772 44751 11438 78229
04718 98931 40892 94804 33728 90441
04719 90057 92016 55678 29984 40920
04720 50804 84403 30001 94949 28859
04721 96802 17381 24079 40297 10311
04722 09511 72985 63483 56919 02715
04723 63144 71810 49201 17064 69639
04724 14956 34774 00865 84024 84688
04725 59736 87263 42124 62309 24510
04726 71903 45529 70535 98268 48510
04727 49175 88387 40895 84858 41186
04728 91707 07497 36737 03336 14204
04729 32012 09130 98588 35797 89078
04730 29039 40761 57205 35218 00011
04731 31841 54122 56078 20036 66473
04732 57263 75339 44693 58412 37340
04733 45192 49692 92281 58942 58168
04734 39614 23938 55132 46623 43313
04735 18036 65174 26827 74100 10158
04736 64923 50151 96108 92288 63331
04737 13319 03836 04040 07129 29160
04738 18723 66639 57114 24320 12288
04739 31130 71771 28001 39873 42275
04740 79586 38280 67512 95886 53002
